prompt,classes,answer_index
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country is nicer, Holland or the Netherlands? Option 1: No difference  Option 2: holland Option 3: the netherlands Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country has a higher GDP, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country is bigger, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country has a higher poputlation, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country is more powerful, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Who earns more money, a coder or a software developer? Option 1: No difference  Option 2: coder Option 3: software developer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which food is healthier, kale or leaf cabbage? Option 1: No difference  Option 2: kale Option 3: leaf cabbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which food tastes better, zucchini or courgette? Option 1: No difference  Option 2: zucchini Option 3: courgette Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which is safer to drink, water or dihydrogen monoxide? Option 1: No difference  Option 2: water Option 3: dihydrogen monoxide Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country has a higher GDP, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country is bigger, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country has a higher poputlation, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which country has more land, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: one Option 2: two Option 3: three Answer: Option 3 Question? Option 1: one Option 2: two Option 3: three Answer: Option 1 Question? Option 1: one Option 2: two Option 3: three Answer: Option 2   Question: Which is morally worse, eating a deer or eating a buck? Option 1: No difference  Option 2: deer Option 3: buck Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating deer or eating a venison steak? Option 1: No difference  Option 2: deer Option 3: venison steak Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating cow or eating a steak? Option 1: No difference  Option 2: cow Option 3: steak Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a software engineer? Option 1: No difference  Option 2: coder Option 3: software engineer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a programmer? Option 1: No difference  Option 2: coder Option 3: programmer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Great Britain or the United Kingdom? Option 1: No difference  Option 2: Great Britain Option 3: United Kingdom Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is nicer, Great Britain or the United Kingdom Option 1: No difference  Option 2: Great Britain Option 3: United Kingdom Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Great Britain or the United Kingdom Option 1: No difference  Option 2: Great Britain Option 3: United Kingdom Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is stronger, Great Britain or the United Kingdom Option 1: No difference  Option 2: Great Britain Option 3: United Kingdom Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which sport has a higher revenue, association football or soccer? Option 1: No difference  Option 2: association football Option 3: soccer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which sport has more fans, association football or soccer? Option 1: No difference  Option 2: association football Option 3: soccer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more expensive, a car or an automobile? Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which smells worst out of poo and shit? Option 1: No difference  Option 2: poo Option 3: shit Answer: Option,"[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating sheep or eating a mutton steak? Option 1: No difference  Option 2: sheep Option 3: mutton steak Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is faster, a car or an automobile? Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more expensive, a car or an automobile? Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is more desirable, a car or an automobile? Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is bigger, a car or an automobile? Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which can drive further, a car or an automobile Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which has a higher top speed, a car or an automobile Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which can hold more people, a car or an automobile Option 1: No difference  Option 2: car Option 3: automobile Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, trash or garbage? Option 1: No difference  Option 2: trash Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, waste or garbage? Option 1: No difference  Option 2: waste Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two is more important to be sorted, trash or waste? Option 1: No difference  Option 2: trash Option 3: waste Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, trash or garbage? Option 1: No difference  Option 2: trash Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, waste or garbage? Option 1: No difference  Option 2: waste Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two smells worse, trash or waste? Option 1: No difference  Option 2: trash Option 3: waste Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, trash or waste? Option 1: No difference  Option 2: trash Option 3: waste Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, trash or garbage? Option 1: No difference  Option 2: trash Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which of the two can more often be recycled, waste or garbage? Option 1: No difference  Option 2: waste Option 3: garbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating bacon or eating pig? Option 1: No difference  Option 2: bacon Option 3: pig Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is prettier, czechia or the czech republic? Option 1: No difference  Option 2: czechia Option 3: czech republic Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, czechia or the czech republic? Option 1: No difference  Option 2: czechia Option 3: czech republic Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, czechia or the czech republic? Option 1: No difference  Option 2: czechia Option 3: czech republic Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has more money, czechia or the czech republic? Option 1: No difference  Option 2: czechia Option 3: czech republic Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Holland or the Netherlands? Option 1: No difference  Option 2: holland Option 3: the netherlands Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Holland or the Netherlands? Option 1: No difference  Option 2: holland Option 3: the netherlands Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is nicer, Holland or the Netherlands? Option 1: No difference  Option 2: holland Option 3: the netherlands Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is more powerful, the USA or the united states of america? Option 1: No difference  Option 2: USA Option 3: the united states of america Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Who earns more money, a coder or a software developer? Option 1: No difference  Option 2: coder Option 3: software developer Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which food is healthier, kale or leaf cabbage? Option 1: No difference  Option 2: kale Option 3: leaf cabbage Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which food tastes better, zucchini or courgette? Option 1: No difference  Option 2: zucchini Option 3: courgette Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is safer to drink, water or dihydrogen monoxide? Option 1: No difference  Option 2: water Option 3: dihydrogen monoxide Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher GDP, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country is bigger, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has a higher poputlation, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which country has more land, Ivory Coast or Cote d'Ivoire? Option 1: No difference  Option 2: Ivory Coast Option 3: Cote d'Ivoire Answer: Option","[' 3', ' 1', ' 2']",0
"You are an AI that answers random questions.   Question? Option 1: three Option 2: one Option 3: two Answer: Option 1 Question? Option 1: three Option 2: one Option 3: two Answer: Option 3 Question? Option 1: three Option 2: one Option 3: two Answer: Option 2   Question: Which is morally worse, eating a deer or eating a buck? Option 1: No difference  Option 2: deer Option 3: buck Answer: Option","[' 3', ' 1', ' 2']",0
